NPI	NPPES_PROVIDER_LAST_ORG_NAME	NPPES_PROVIDER_FIRST_NAME	NPPES_PROVIDER_CITY	NPPES_PROVIDER_STATE	SPECIALTY_DESC	DESCRIPTION_FLAG	DRUG_NAME	GENERIC_NAME	BENE_COUNT	TOTAL_CLAIM_COUNT	TOTAL_DAY_SUPPLY	TOTAL_DRUG_COST	BENE_COUNT_GE65	BENE_COUNT_GE65_REDACT_FLAG	TOTAL_CLAIM_COUNT_GE65	GE65_REDACT_FLAG	TOTAL_DAY_SUPPLY_GE65	TOTAL_DRUG_COST_GE65
1083666465	TOATH	AMANDA	STOYSTOWN	PA	Physician Assistant	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1687.98		*	12		360	1687.98
1083611560	TOBIN	KEITH	LIVONIA	MI	Geriatric Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	258	1739.02		*	11		258	1739.02
1003813650	TOBORG	ROBERT	WINSTON-SALEM	NC	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1980.17		#		#		
1083608582	TOCE	DALE	ENFIELD	CT	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	630	3882.6		*	11		630	3882.6
1689631210	TOLENTINO	RUMILIA CAROLINE	CLEVELAND	OH	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2179.88		*	11		330	2179.88
1477545325	TOLIVER-DINGLE	PEGGY	COLUMBIA	SC	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2188.58		*	11		330	2188.58
1811918022	TOLMAN	LEON	KITTANNING	PA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	690	4108.34		*	13		690	4108.34
1548222599	TOLSTRUP	DAVID	WEWAHITCHKA	FL	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2374.5		*	12		360	2374.5
1003966482	TOMA	CORNELIUS	MERCERVILLE	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		19	1650	9190.16		#		#		
1912992751	TOMAZIC	DAVID	FOREST CITY	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2207.6		*	11		330	2207.6
1689730244	TOME	BASSAM	CONYERS	GA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2584.64	0		0		0	0
1366433666	TOMKINS	PARRA	SOMERVILLE	MA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2367.54		*	12		360	2367.54
1740391507	TON	CAMVAN	FALLS CHURCH	VA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	480	2340.04		#		#		
1588776991	TONE	PAUL	STATEN ISLAND	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		23	690	3193.59		*	23		690	3193.59
1154374841	TONER	MELISSA	GARDENDALE	AL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2382.96		*	12		360	2382.96
1376651190	TONG	PHYLLIS	ATLANTA	GA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	1020	6429.62		*	16		1020	6429.62
1710072301	TONG	YEOW	PISCATAWAY	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1532.18		*	11		330	1532.18
1972595528	TONNEMACHER	DAVID	GLENDALE	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		39	1710	8489.29		*	39		1710	8489.29
1154387389	TONNESSEN	GLEN	FLEMINGTON	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		23	1170	5908		*	23		1170	5908
1174568596	TOPROVER	LEONID	BROOKLYN	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1800.54		*	13		390	1800.54
1578561023	TORBIK	MICHALENE	PITTSTON	PA	Emergency Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1711.9		#		#		
1780751321	TORLAK	EDINA	LOUISVILLE	KY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		17	254	1543.48		*		*		
1518967165	TORRE	SABINO	WEST ORANGE	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		20	1500	7088.91		*	20		1500	7088.91
1679553606	TORRES	EDUARDO	LAKE WALES	FL	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2159.96		*	11		330	2159.96
1326091109	TORRES	LORINDA	THE COLONY	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2193.74	0		0		0	0
1326091117	TORRES	ROGER	NEW BERLIN	WI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	2960.6		*	15		450	2960.6
1457383531	TORRES-MILLIKIN	DINA	TUCSON	AZ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	540	3089.3		#		#		
1114974417	TORTORELLO	JOSEPH	TRUMBULL	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		20	1140	6034.41		#		#		
1457540551	TORTORICE	FRANK	DALY CITY	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		23	1050	5661.82		*	23		1050	5661.82
1508831470	TOSETTI	PATRICK	CHICAGO	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	1140	7112.95		*	14		1140	7112.95
1184662777	TOSSOUNIAN	NORA	HACKENSACK	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		17	570	3446.49		#		#		
1669404745	TOTARO	JOHN	MAYWOOD	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	1184	5873.43		#		#		
1306843495	TOTTI	PIERRE	BAYONET POINT	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	1200	7391.66		*	14		1200	7391.66
1538216320	TOUMANOVA	RAISA	BROOKLYN	NY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2578.89		*	13		390	2578.89
1598867251	TOVAR DIAS	GLENN	FORT MYERS	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	1110	6722.7		*	13		1110	6722.7
1568484012	TOWNE	PATRICK	WINFIELD	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1825.66		*		*		
1104018654	TRABANCO	CESAR	PONCE	PR	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		24	780	5194.33		#		#		
1881726784	TRABULUS	JOSHUA	BEVERLY HILLS	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	540	2448.9		*	16		540	2448.9
1699757591	TRACY	ELIZABETH	SAINT LOUIS	MO	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2385.26		*	13		390	2385.26
1003900366	TRAM	HIEU N	WESTMINSTER	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		32	1380	7533.54		*	32		1380	7533.54
1518935006	TRAN	ALAN	HOUSTON	TX	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		16	720	4608.39		*	16		720	4608.39
1871518217	TRAN	DUNG	YUBA CITY	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	510	2170.85		*	13		510	2170.85
1598781346	TRAN	JAMES	WESTMINSTER	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		20	840	4286.65		#		#		
1720172083	TRAN	LE THUY	WESTMINSTER	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		14	420	2221.55		*	14		420	2221.55
1073552295	TRAN	MICHAEL	ANAHEIM	CA	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	841.14		*	12		360	841.14
1578758181	TRAN	MICHAEL	RICHARDSON	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2374.5		*	12		360	2374.5
1649234949	TRAN	ROGER	LAGUNA HILLS	CA	Geriatric Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	420	2042.05		#		#		
1790758068	TRAN	RYAN	LAS VEGAS	NV	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2594.94		*	13		390	2594.94
1659371276	TRANCHINA	SARA	DALLAS	TX	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	450	2257.65		*	13		450	2257.65
1578569406	TRANCHINA	STEPHEN	MANHASSET	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		24	1500	6480.6		#		#		
1316044274	TRAUBE	CHARLES	BROOKLYN	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		19	1351	7921.02		#		#		
1194766733	TRAVERSE	PAUL	JOHNSON CITY	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		19	570	3842.09		#		#		
1477575744	TREADWELL	ALLAN	SAN FRANCISCO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	866	4496.81		*	14		866	4496.81
1053347401	TREIHAFT	LEONARD	NEW HYDE PARK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		21	1004	5187.73		*	21		1004	5187.73
1528047313	TREUSCH	LISA	GIRARD	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2396.88		*	12		360	2396.88
1215918990	TREVINO	DAVID	PAOLI	PA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	420	2144.71		*	12		420	2144.71
1174501571	TRIBUZIO	EDWARD	FERNANDINA BEACH	FL	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2362.26		*	12		360	2362.26
1093797714	TRICE	WILLIAM	OCALA	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		17	1470	8476.26		*	17		1470	8476.26
1376581215	TRIDICO	TANNER	LAWRENCEVILLE	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2373.66		*	12		360	2373.66
1376679001	TRIDICO	TRINA	HICKORY	NC	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1664.99		*	12		360	1664.99
1952358632	TRIFFON	DOUGLAS	LA JOLLA	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		27	1290	8099.25		*	27		1290	8099.25
1164492385	TRIPATHI	NEETA	HAMILTON	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		23	1350	7784.63		*	23		1350	7784.63
1912099755	TRIPP	SUE	FORT WORTH	TX	Nurse Practitioner	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	2932.51		#		#		
1174633234	TRIPP	WARREN	MESA	AZ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1667.16		*	12		360	1667.16
1639131352	TRISTER	JON	WORCESTER	MA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		26	960	5426.45		*	26		960	5426.45
1548242886	TROTTA	MICHAEL	BUTLER	PA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		24	161	301.76		*	24		161	301.76
1366538167	TROUP	WILLIAM	JOHNSON	KS	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	450	2114.87		*	13		450	2114.87
1265493738	TRUDEL	JOHN	HOLDEN	MA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2574.69		*	13		390	2574.69
1922098672	TRUELOVE	KATHARINA	EL DORADO HILLS	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2357.57		*	12		360	2357.57
1568473825	TRUEX	RICHARD	WETHERSFIELD	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	900	4131.21		*	12		900	4131.21
1518941913	TRUITTE	DAVID	LYNCHBURG	VA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2370.9		*	12		360	2370.9
1184636045	TRUJILLO	NELSON	BOULDER	CO	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		13	336	2349.05		*	13		336	2349.05
1912998618	TRUONG	HANH	SUGAR LAND	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		23	374	1862.43		*	23		374	1862.43
1407876626	TRUONG	NGHIA	TYLER	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1553.28		#		#		
1497786164	TRUONG	NGOCCAM	PORTLAND	OR	General Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1184.96		*	12		360	1184.96
1194794263	TRUONG	TU	SAN DIEGO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2356.71		*	12		360	2356.71
1164515383	TSAMPARLIS	NICHOLAS	BRONX	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	480	2711.14		*		*		
1053335117	TSANG	MICHAEL	OAKLAND	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1810.47		*	13		390	1810.47
1215017538	TSANG	WELLMAN	SAN FRANCISCO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		24	1080	5143.34		#		#		
1194736082	TSAO	JOHN	TORRANCE	CA	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		12	658	3566.85		#		#		
1306897541	TSIAMTSIOURIS	THEOFANIS	ROSLYN	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		18	1420	8043.52		#		#		
1942311832	TSIMEREKIS	CHRIS	FOUNTAIN VALLEY	CA	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		19	930	4940.25		*	19		930	4940.25
1942228739	TSONG	DAVID	HUNTINGTON BEACH	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	600	3235.23		*	11		600	3235.23
1992810063	TSUNG	SOA	MENLO PARK	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	420	1968.6		#		#		
1417987462	TUCHINDA	JALIT	MC KEES ROCKS	PA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		17	750	3414.4		*	17		750	3414.4
1023152451	TUCHMAN	MARCEL	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		26	780	4359.68		*	26		780	4359.68
1285749762	TUCKER-HARRIS	SHIRLEY	OAKLAND	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		18	960	5387.2		#		#		
1689787194	TULLEY	JOHN	CHICAGO	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2407.36	0		0		0	0
1356313381	TULLIS	CHARLES	LAKELAND	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		62	2460	11818.39		*	62		2460	11818.39
1558353722	TUMASZ	JOHN	PHILADELPHIA	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		24	1140	4954.48		*	24		1140	4954.48
1659358737	TUMELTY	DANIEL	KENHORST	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		19	690	2527.04		*	19		690	2527.04
1063415768	TUMLIN	WILLIAM	LEXINGTON	GA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	2237.72		#		#		
1346239969	TUMMINELLO	CALOGERO	MIDDLE VILLAGE	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		26	1650	9805		#		#		
1356368179	TUMMINELLO	VINCENT	BATON ROUGE	LA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		18	600	3326.89		*	18		600	3326.89
1902916117	TUMMINIA	LOUIS	DELRAY BEACH	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		21	1290	6776.8		#		#		
1740243864	TUNG	FRANK	NEW YORK	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		22	1380	8566.9		*	22		1380	8566.9
1174528905	TUOHY	EDWARD	FAIRFIELD	CT	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		30	1020	6519.22		#		#		
1720147879	TUPPER	THOMAS	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	420	2674.33		*		*		
1821047028	TURAKHIA	BIPIN	BOSSIER CITY	LA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		33	990	4597.84		*	21		630	2934.64
1467446807	TURETSKY	ARTHUR	TRUMBULL	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		21	990	5522.59		*	21		990	5522.59
1265551055	TURLINGTON	WADE	JACKSONVILLE	NC	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		25	350	1859.16		*	25		350	1859.16
1366646747	TURNBULL	JENNIFER	DURHAM	NC	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1513.91		*	11		330	1513.91
1952307464	TURNER	RICHARD	EAST PROVIDENCE	RI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	1140	4519.53		*	14		1140	4519.53
1790716017	TUROSINSKI	RICHARD	DALLASTOWN	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	630	3913.88		*		*		
1851457493	TURPIN	J.E.	NEWPORT BEACH	CA	General Practice	S	LIPITOR	ATORVASTATIN CALCIUM		24	1380	7404.09		*	24		1380	7404.09
1497700561	TURRO	JAMES	MOUNT KISCO	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		19	1170	6967.49		*	19		1170	6967.49
1750323291	TUSSING	GORDON	AMHERST	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	840	4380.2		*	16		840	4380.2
1619065075	TWARDZIK	JENNIFER	EGG HARBOR TOWNSHIP	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	1440	5264.41		#		#		
1861474595	TY	RAMON	HOUSTON	TX	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		17	570	3571.22		#		#		
1538157011	TYBERG	THEODORE	NEW YORK	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM	14	81	3570	19649.16		#	65		2910	16026.14
1518932854	TYLMAN	THOMAS	WILLIAMSBURG	VA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	660	3443.01		#		#		
1811937303	TYNAN	LEO	FREDERICKSBURG	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		29	1140	5395.8		*	29		1140	5395.8
1578540860	UBA	DANIEL	FAYETTEVILLE	NC	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	2741.48		*	15		450	2741.48
1265479612	UBA	GRANT	LONG BEACH	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		17	510	3053.74		*	17		510	3053.74
1285702894	UBANI	AGNES	TEMPLE TERRACE	FL	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		22	720	4133.04		#		#		
1861495434	UDALL	COLLIN	MESA	AZ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2374.5		*	12		360	2374.5
1285606269	UKAONU	CHINWE	ALBANY	GA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2168.16		*	11		330	2168.16
1467698563	UKOWSKA	RENATA	BROOKLYN	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	510	3367.77		*	13		510	3367.77
1215912316	ULASZEK	DAVID	CHICAGO	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1526.12		*	11		330	1526.12
1730167396	ULLERY	MICHAEL	SACRAMENTO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	630	2886.2		*		*		
1457318636	ULLOA	LUIS	JUPITER	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		17	510	2981.67		*	17		510	2981.67
1740239854	ULTEE	REINIER	PLATTSBURGH	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		22	1140	7254.97		*	22		1140	7254.97
1033186200	UMER	SARWAT	TEANECK	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1704.06		*	12		360	1704.06
1336161645	UMHAU	ANDREW	WASHINGTON	DC	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		23	1050	5604.54		*	23		1050	5604.54
1225095946	UNGER	ALLEN	NEW YORK	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		45	2190	13147.27		*	45		2190	13147.27
1366419640	URANGA	ROSSANA	ALHAMBRA	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		24	1080	6962.12		*	24		1080	6962.12
1215922885	URBANO	ANTHONY	BETHLEHEM	PA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		19	663	4263.3	0		0		0	0
1144248402	URE	HERBERT	LAFAYETTE	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		14	780	4100.65		#		#		
1114093101	URSUA	JANET	RANCHO CUCAMONGA	CA	Nurse Practitioner	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1808.48		*	11		330	1808.48
1679581565	URUSOVA	IRINA	LOS ANGELES	CA	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		14	420	2103.89		#		#		
1245347350	USATINSKY	JULIA	MILWAUKEE	WI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1736.17		#		#		
1326000498	USHYAROV	MANI	REGO PARK	NY	Diagnostic Radiology	S	LIPITOR	ATORVASTATIN CALCIUM		29	870	4890.34		*	29		870	4890.34
1932171030	UY	ERNESTO	LAKELAND	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	1260	7080.02		*	14		1260	7080.02
1952336448	UYEHARA	WESLEY	SAN GABRIEL	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	480	2833.77		*	14		480	2833.77
1154389518	UYEKI	MIKE	LOS ANGELES	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2041.58		*	11		330	2041.58
1922086354	VACCARINO	ROBERT	BROOKLYN	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1811.26		*	13		390	1811.26
1316904139	VADAKEKALAM	JACOB	SAN ANTONIO	TX	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1655.17		*	12		360	1655.17
1336235597	VADEL	SHIRA	STAMFORD	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		19	930	5708.14		*	19		930	5708.14
1407981889	VAGELOS	RANDALL	STANFORD	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2391.43		*	12		360	2391.43
1508801994	VAISMAN	BORIS	WOODLAND HILLS	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		16	480	3074.88		*	16		480	3074.88
1497846638	VAISMAN	SOFIA	WOODLAND HILLS	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		35	1050	6927.84		*	23		690	4555.14
1982813028	VALACHOVIC	MICHAEL	DALLAS	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	510	2625.54		*	13		510	2625.54
1306847124	VALADEZ	MARIA	CHINO HILLS	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2168.16		*	11		330	2168.16
1588608558	VALDEZ	FERNANDO	SAN ANTONIO	TX	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		19	1080	6900.68		#		#		
1922327600	VALDEZ	JOSEPH	PHILADELPHIA	PA	Student in an Organized Health Care Education/Training Program	T	LIPITOR	ATORVASTATIN CALCIUM		11	330	2193.43		*	11		330	2193.43
1275582835	VALDMAN	BORIS	COLUMBUS	OH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		22	1020	6290.48		#		#		
1760466163	VALENTINE	C	LYNCHBURG	VA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2309.28		*	12		360	2309.28
1124061569	VALERI	FRANK	CHARLOTTE	NC	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		20	600	3942.57		*	20		600	3942.57
1659427706	VALIZADEH	GUITY	BOSTON	MA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	480	3038.43		*		*		
1184672602	VALLABHAN	RAVI	DALLAS	TX	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	660	4199.08		*	12		660	4199.08
1700855970	VALLIANT	KRISTEN	COVINGTON	LA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	600	2435.61		*	14		600	2435.61
1225055676	VALMOND	AUGUSTUS	SPRINGDALE	AR	Nephrology	S	LIPITOR	ATORVASTATIN CALCIUM		21	990	6104.36		#		#		
1285615229	VAMADEVAMURTHY	MOLAKALMURU	NATRONA HEIGHTS	PA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1549.57		*	11		330	1549.57
1407818883	VAN BRUNT	PETER	ROCHESTER	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	930	5054.3		*	11		930	5054.3
1306985494	VAN CLEEFF	MARTIN	CARY	NC	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1549.57		*	11		330	1549.57
1699713065	VAN CLEEFF	SANDER	CHARLOTTE	NC	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	390	2496.36		*	11		390	2496.36
1669403549	VAN GIESON	HENRY	LONG BEACH	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	510	3157.28		*	11		510	3157.28
1932188323	VAN MOURIK	FREDERICK	GRAY	ME	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	720	3397.43		*		*		
1265403216	VAN OORT	TERRY	ANKENY	IA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	450	2921.8		*	13		450	2921.8
1316020001	VAN SCYOC	JON	NOBLESVILLE	IN	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		17	510	3373.55		*	17		510	3373.55
1861497901	VANARSDALE-IMANI	YVONNE	LAS VEGAS	NM	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	870	4767.9		*		*		
1386658623	VANBENTHUYSEN	KARYL	LITTLETON	CO	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		19	535	3463.45		*	19		535	3463.45
1346255148	VANCE	CHARLES	BUTNER	NC	Neuropsychiatry	S	LIPITOR	ATORVASTATIN CALCIUM		12	246	312.89		*		*		
1083607659	VANCE	JOHN	WARREN	OH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2336.88		*	12		360	2336.88
1427022607	VANDENBURG	JAMES	CLINTON	NJ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		29	1950	9959.98		*	29		1950	9959.98
1023190220	VANDER WAAL	STEVEN	GEARHART	OR	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	420	2660.12		#		#		
1699807792	VANDER WALL	JACQUELYN	LOS ALAMITOS	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	930	5462.69		*	13		930	5462.69
1598750697	VANDEVENDER	FRANK	NASHVILLE	TN	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		29	1110	6414		*	29		1110	6414
1144424979	VANDYCK	ALEXANDRA	KEENE	NH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1525.7	0		0		0	0
1306849476	VANEK	JAMES	WEST PALM BEACH	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		31	1050	5339.21		*	31		1050	5339.21
1790853232	VANGEL	JOAN	WEST BLOOMFIELD	MI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	720	4415.08		*	12		720	4415.08
